timestamp,cps,cps_err,usv_hr
1776898260.4659548,7.0,1.8708286933869707,0.087738
1776898262.5073106,7.0,1.8708286933869707,0.087738
1776898264.5077684,6.5,1.8027756377319946,0.081471
1776898266.5366924,7.0,1.8708286933869707,0.087738
1776898268.5907676,7.0,1.8708286933869707,0.087738
1776898270.5837166,7.0,1.8708286933869707,0.087738
1776898272.5886014,3.0,1.224744871391589,0.037602
1776898274.6089737,4.0,1.4142135623730951,0.050136
1776898276.6312075,5.0,1.5811388300841898,0.06267
1776898278.6833963,5.0,1.5811388300841898,0.06267
1776898280.6557982,6.0,1.7320508075688772,0.075204
1776898282.7159605,5.0,1.5811388300841898,0.06267
1776898284.727408,5.0,1.5811388300841898,0.06267
1776898286.748727,6.5,1.8027756377319946,0.081471
