elapsedTime,cps,totalCount,totalInts
2.38E-05,20,297781,7523
10.00827956,30,298093,7533
20.01643443,24,298354,7543
30.02450228,31,298611,7552
40.03347731,20,298902,7562
50.04236126,36,299193,7572
60.04963994,26,299487,7582
70.05833697,35,299759,7592
80.06693316,30,300025,7602
90.07544804,30,300298,7612
100.0838704,35,300561,7622
110.0922027,27,300828,7632
120.1004395,33,301112,7642
