elapsedTime,cps,totalCount,totalInts
1.07E-05,45,287192,7233
10.00882602,42,287596,7243
20.0175662,41,288029,7253
30.02612925,39,288458,7263
40.03468561,41,288882,7273
50.04314256,43,289286,7283
60.05006742,56,289709,7293
70.05833554,38,290093,7303
80.06651258,36,290512,7313
90.07424498,42,290918,7322
100.0832374,43,291308,7332
110.0921433,45,291724,7342
120.1009619,43,292153,7352
