elapsedTime,cps,totalCount,totalInts
8.11E-06,55,243118,6266
10.00841093,65,243652,6276
20.01667452,45,244162,6286
30.02483702,63,244675,6296
40.03292155,63,245141,6305
50.0419178,51,245673,6315
60.05082297,52,246218,6325
70.05963087,47,246752,6335
80.06834841,50,247293,6345
90.07658172,50,247806,6355
100.0851133,41,248349,6365
110.0935502,48,248851,6375
120.1018786,54,249362,6385
