elapsedTime,cps,totalCount,totalInts
6.44E-06,138,273029,7072
10.00820518,116,274288,7082
20.01634717,157,275485,7091
30.02538729,138,276790,7101
40.03435707,124,278107,7111
50.04139924,123,279419,7121
60.05017614,118,280734,7131
70.05886412,58,281703,7141
80.06744981,69,282314,7151
90.07595491,72,283000,7161
100.0843711,72,283698,7171
110.085391,72,284372,7181
120.0936069,63,285050,7191
