elapsedTime,cps,totalCount,totalInts
1.91E-05,25,252478,6457
10.00829244,38,252839,6467
20.01645684,36,253174,6477
30.02059984,42,253477,6486
40.02957988,27,253843,6496
50.03847051,41,254177,6506
60.04726958,28,254523,6516
70.05597281,46,254880,6526
80.06461525,36,255215,6536
90.07309437,45,255590,6546
100.0815153,41,255905,6556
110.0898533,31,256253,6566
120.0980918,41,256612,6576
