elapsedTime,cps,totalCount,totalInts
7.39E-06,21,262552,6764
10.00858283,29,262864,6774
20.01702428,28,263227,6784
30.02277374,40,263575,6794
40.03107142,35,263944,6804
50.03926873,42,264298,6814
60.04736257,54,264631,6823
70.05638599,28,264979,6833
80.06528139,32,265341,6843
90.07412052,30,265693,6853
100.0828662,41,266058,6863
110.0915158,32,266404,6873
120.0986381,38,266768,6883
