elapsedTime,cps,totalCount,totalInts
6.20E-06,33,292963,7373
10.00807643,36,293260,7382
20.01706195,39,293577,7392
30.02595854,21,293902,7402
40.0307672,36,294221,7412
50.0394783,29,294565,7422
60.04808712,31,294888,7432
70.05659199,41,295220,7442
80.06502414,35,295569,7452
90.073385,25,295880,7462
100.0814636,30,296204,7472
110.0896139,33,296551,7482
120.0976675,32,296845,7491
