time,particles 03um,particles 05um,particles 10um,particles 25um,particles 50um,particles 100um,Temperature C,Gas Ohm,Humidity %%,Pressure hPa,Altitude meters
1772058805.588597,192,44,16,0,0,0,24.3934765625,190632,51.7375244670608,1008.0264636273129,43.58056160998356
1772058806.6005633,150,34,14,0,0,0,24.3915234375,190527,51.74374002477549,1008.0270680650038,43.575508149709975
1772058807.6127713,150,34,14,0,0,0,24.3981640625,190737,51.76402624584529,1008.0246454532697,43.59576264620938
1772058808.6247706,150,34,14,0,0,0,24.40578125,190737,51.76502478022003,1008.0292691738514,43.557105585224434
1772058809.6369314,114,26,12,2,0,0,24.4165234375,189175,51.779378711938804,1008.0094085646004,43.72315313669909
1772058810.6489258,114,26,12,2,0,0,24.428828125,190318,51.787465681409614,1008.0048634894466,43.761153280030584
1772058811.661042,114,26,12,2,0,0,24.436640625,190842,51.80791199585413,1007.9932573867477,43.85818939320449
1772058812.673122,138,34,12,2,0,0,24.44328125,191263,51.83468227666553,1008.0000195288753,43.80165247616847
1772058813.6851149,138,34,12,2,0,0,24.4446484375,191157,51.854288375791555,1008.0003309474165,43.79904877546666
1772058814.6972213,138,34,12,2,0,0,24.450703125,190004,51.84860760184363,1007.9951480620002,43.84238180486736
1772058815.7091956,138,34,12,2,0,0,24.460078125,190213,51.869267229212994,1007.9915084135864,43.87281225777398
1772058816.7213244,138,34,12,2,0,0,24.4692578125,189900,51.896381500843695,1007.9820491313764,43.95190004964924
1772058817.7334619,138,34,12,2,0,0,24.4747265625,190842,51.89062271279061,1007.9796192032426,43.972216450401135
1772058818.745646,150,40,12,2,0,0,24.4848828125,190842,51.898435096641805,1007.9716936286381,44.03848171040758
1772058819.7577367,150,40,12,2,0,0,24.4981640625,190527,51.93257333942472,1007.9760281584813,44.002240910759795
1772058820.7698493,150,40,12,2,0,0,24.5114453125,190422,51.96023892512207,1007.9748495324407,44.012095335019026
1772058821.781863,138,38,10,2,0,0,24.5258984375,191157,51.97510202454734,1007.9810242720332,43.96046879746068
1772058822.7931924,138,38,10,2,0,0,24.5344921875,189589,51.98271429419688,1007.9761531610841,44.00119577176055
1772058823.8052,138,38,10,2,0,0,24.5360546875,190004,51.94403737997985,1007.978608518131,43.98066670531168
1772058824.817199,120,34,10,2,0,0,24.5458203125,191686,51.93236314318281,1007.9755783967594,44.006001341441234
1772058825.8293345,120,34,10,2,0,0,24.5591015625,191157,51.914672944369855,1007.972559189634,44.031244785646564
1772058826.841327,120,34,10,2,0,0,24.5704296875,191157,51.896727118696965,1007.9683077278859,44.066791154733664
1772058827.8534822,144,42,12,2,0,0,24.579609375,190947,51.89145619688114,1007.9735436333832,44.02301389252158
1772058828.8656034,144,42,12,2,0,0,24.58859375,191368,51.87320383753828,1007.9766346781511,43.99716983845904
1772058829.8777263,144,42,12,2,0,0,24.598359375,191263,51.86801040479386,1007.9754397441799,44.007160607585085
1772058830.8898034,144,42,12,2,0,0,24.6075390625,191263,51.85626265250606,1007.980674829322,43.96339045509412
1772058831.9021974,144,42,12,2,0,0,24.616328125,190947,51.85094112836776,1007.9705934053947,44.04768064514898
1772058832.9142094,144,42,12,2,0,0,24.624921875,191686,51.832640430708835,1007.9675558314676,44.07307775517885
1772058833.9260411,144,44,12,2,0,0,24.6352734375,190422,51.84047817331797,1007.9654418676379,44.09075261161353
1772058834.9381568,144,44,12,2,0,0,24.6454296875,191792,51.85476826048941,1007.959344695964,44.14173124610775
1772058835.9502234,144,44,12,2,0,0,24.658125,192431,51.84996060907339,1007.9553981742808,44.17472836489991
1772058836.9623184,180,56,14,2,0,0,24.6688671875,190422,51.80603611772455,1007.9538960859567,44.187287448397825
1772058837.9744208,180,56,14,2,0,0,24.67921875,193290,51.78149430378455,1007.9554557031894,44.17424736128757
1772058838.9852874,180,56,14,2,0,0,24.691328125,192111,51.74423768775007,1007.961614579614,44.122752651933084
1772058839.9960315,204,60,12,0,0,0,24.7055859375,192431,51.70726968878742,1007.9619580450963,44.119880925376044
1772058841.0087914,204,60,12,0,0,0,24.7173046875,192218,51.68291840685993,1007.9675021773293,44.07352635718181
1772058842.0195653,204,60,12,0,0,0,24.7223828125,192859,51.63181518464521,1007.9552608705221,44.17587637224063
1772058843.0303483,192,56,14,0,0,0,24.734296875,193506,51.59455934756203,1007.9592728303995,44.14233211772617
1772058844.0423245,192,56,14,0,0,0,24.74796875,193506,51.55754042302952,1007.96420759382,44.10107239171531
1772058845.0542793,192,56,14,0,0,0,24.7598828125,193074,51.520297559211805,1007.9627038523669,44.11364520819282
1772058846.0664353,228,64,14,0,0,0,24.7688671875,193290,51.463282242379,1007.9676265954348,44.07248609800685
1772058847.0784383,228,64,14,0,0,0,24.76984375,194156,51.41816200376343,1007.9728372076282,44.02892028813556
1772058848.0905392,228,64,14,0,0,0,24.775703125,194047,51.37369100144506,1007.9710123499294,44.04417786104241
1772058849.1025689,222,62,12,0,0,0,24.7770703125,194156,51.30926386431636,1007.9694835615524,44.05696002567678
1772058850.1146924,222,62,12,0,0,0,24.776484375,193830,51.270434748840856,1007.96304829946,44.11076527687913
1772058851.1265514,222,62,12,0,0,0,24.766328125,195470,51.210996754138876,1007.9562849457772,44.167314002910956
1772058852.1386883,234,66,12,0,0,0,24.7565625,195912,51.183902056759926,1007.9574878282111,44.15725662245695
1772058853.1507041,234,66,12,0,0,0,24.7520703125,196468,51.1574990922859,1007.9614600457469,44.12404471510143
1772058854.1620572,234,66,12,0,0,0,24.7501171875,195250,51.12497800414552,1007.9675827284966,44.072852869250376
1772058855.1742449,234,66,10,0,0,0,24.74640625,195360,51.09868576434068,1007.9672674964501,44.0754885231529
1772058856.186326,234,66,10,0,0,0,24.7337109375,196023,51.071228739629554,1007.9601904728983,44.13465966498134
1772058857.1984444,234,66,10,0,0,0,24.710078125,196134,51.048804476124715,1007.9543108958422,44.18381918745788
1772058858.2104366,216,58,6,0,0,0,24.6891796875,198039,51.026740123529905,1007.9619152436718,44.1202387894938
1772058859.2225463,216,58,6,0,0,0,24.667890625,196691,51.011077218755155,1007.9560377080875,44.16938117496795
1772058860.234353,216,58,6,0,0,0,24.6555859375,196356,51.015926998006364,1007.95508479482,44.177348554987994
