elapsedTime,cps,totalCount,totalInts
0.00E+00,16,267860,6920
10.00468683,22,268072,6930
20.01292348,22,268300,6940
30.02106857,24,268535,6950
40.02910733,23,268777,6959
50.03807521,26,268973,6969
60.0469501,24,269187,6979
70.05574751,27,269423,6989
80.0644381,22,269664,6999
90.07304835,19,269898,7009
100.0806806,20,270078,7019
110.089097,27,270323,7029
120.097425,26,270565,7039
