time,temp,gas,humidity,pressure,alt,stndr10,stndr25,stndr100,enviro10,enviro25,enviro100,p03um,p05um,p10um,p25um,p50um,p100um
Wed Feb 18 16:45:22 2026,19.1352734375,76604,34.05960230650715,1002.68706633514,88.31716046975846,0,1,1,0,1,1,237,48,3,2,0,0
Wed Feb 18 16:45:24 2026,19.11515625,77169,34.142893622285,1002.6590822136455,88.55213543721702,0,1,1,0,1,1,237,48,3,2,0,0
Wed Feb 18 16:45:25 2026,19.09640625,79213,34.16953586450023,1002.64198610612,88.69568936054587,0,1,1,0,1,1,294,58,2,2,0,0
Wed Feb 18 16:45:26 2026,19.0833203125,79138,34.19671341612708,1002.6261656601018,88.82853347590762,0,1,1,0,1,1,294,58,2,2,0,0
Wed Feb 18 16:45:27 2026,19.067109375,79438,34.26338460046823,1002.6202792514149,88.8779620196909,0,1,1,0,1,1,294,58,2,2,0,0
Wed Feb 18 16:45:28 2026,19.054609375,80353,34.319059107836296,1002.6446743817089,88.67311610799244,0,1,1,0,1,1,306,53,2,2,0,0
Wed Feb 18 16:45:29 2026,19.044453125,81210,34.38634987591742,1002.6526697599921,88.60597979376062,0,1,1,0,1,1,306,53,2,2,0,0
Wed Feb 18 16:45:30 2026,19.0395703125,81685,34.499702613412296,1002.6646749702658,88.50517417433218,0,1,1,0,1,1,306,53,2,2,0,0
Wed Feb 18 16:45:31 2026,19.0270703125,81765,34.58393479241845,1002.6771360196155,88.4005419887509,0,1,1,0,1,1,297,50,2,2,0,0
Wed Feb 18 16:45:32 2026,18.999140625,83227,34.60407259029994,1002.6867596159427,88.31973587767409,0,1,1,0,1,1,297,50,2,2,0,0
Wed Feb 18 16:45:33 2026,18.97765625,83559,34.57355853509286,1002.6938972662078,88.2598038276134,0,1,1,0,1,1,297,50,2,2,0,0
Wed Feb 18 16:45:34 2026,18.9485546875,84063,34.55941424317463,1002.696372979981,88.23901631066295,0,1,1,0,1,1,351,54,3,2,0,0
Wed Feb 18 16:45:35 2026,18.9200390625,84743,34.52824917334466,1002.7015627183905,88.19544041653774,0,1,1,0,1,1,351,54,3,2,0,0
Wed Feb 18 16:45:36 2026,18.894453125,84402,34.485988335187024,1002.699889861303,88.20948662350814,0,1,1,0,1,1,351,54,3,2,0,0
Wed Feb 18 16:45:37 2026,18.869453125,86315,34.4494878271525,1002.7094520032456,88.12919799755682,0,1,1,0,1,1,459,56,2,1,0,0
Wed Feb 18 16:45:38 2026,18.8423046875,86138,34.372988505539745,1002.7169965181904,88.06585083556405,0,1,1,0,1,1,459,56,2,1,0,0
Wed Feb 18 16:45:39 2026,18.8157421875,88411,34.3136406180319,1002.7051052301541,88.16569564693495,0,0,0,0,0,0,459,56,2,1,0,0
Wed Feb 18 16:45:40 2026,18.7899609375,88692,34.26575797148627,1002.7081939132347,88.13976152822033,0,0,0,0,0,0,489,60,2,1,0,0
Wed Feb 18 16:45:41 2026,18.766328125,88411,34.24081656947426,1002.7184050843445,88.0540239193988,0,0,0,0,0,0,489,60,2,1,0,0
Wed Feb 18 16:45:42 2026,18.7383984375,89737,34.24955824269018,1002.7211761783288,88.03075668352695,0,1,1,0,1,1,489,60,2,1,0,0
Wed Feb 18 16:45:43 2026,18.705,90415,34.22370794056377,1002.7195888251454,88.0440847422232,0,1,1,0,1,1,543,68,3,1,0,0
Wed Feb 18 16:45:44 2026,18.6591015625,91502,34.196695505437695,1002.7116916315716,88.11039302423441,0,1,1,0,1,1,543,68,3,1,0,0
Wed Feb 18 16:45:45 2026,18.620625,91602,34.11930820182189,1002.7098198683287,88.12610922687827,0,1,1,0,1,1,543,68,3,1,0,0
Wed Feb 18 16:45:46 2026,18.589375,92207,34.13908804385116,1002.7170445666227,88.06544740041711,0,1,1,0,1,1,507,58,3,1,0,0
Wed Feb 18 16:45:47 2026,18.5567578125,92820,34.1814446576448,1002.7133818060144,88.09620154679564,0,1,1,0,1,1,507,58,3,1,0,0
Wed Feb 18 16:45:48 2026,18.521796875,93756,34.212235540697726,1002.7107665508936,88.11816043279991,0,1,1,0,1,1,507,58,3,1,0,0
Wed Feb 18 16:45:49 2026,18.48390625,94283,34.25411217635319,1002.72010385934,88.03976030515541,0,0,0,0,0,0,450,52,3,0,0,0
Wed Feb 18 16:45:50 2026,18.4426953125,94817,34.27296881520189,1002.721982464806,88.02398678302737,0,0,0,0,0,0,450,52,3,0,0,0
Wed Feb 18 16:45:51 2026,18.4020703125,94101,34.27484506866867,1002.7180568149796,88.0569481347827,0,0,0,0,0,0,450,52,3,0,0,0
Wed Feb 18 16:45:52 2026,18.364765625,94260,34.2713547258741,1002.7164678765398,88.0702895375424,0,0,0,0,0,0,426,56,3,0,0,0
Wed Feb 18 16:45:53 2026,18.327265625,95387,34.27352502669102,1002.7094271583045,88.12940660756439,0,0,0,0,0,0,426,56,3,0,0,0
Wed Feb 18 16:45:54 2026,18.2891796875,95879,34.25860999970442,1002.706473769564,88.15420470168694,0,0,0,0,0,0,426,56,3,0,0,0
Wed Feb 18 16:45:55 2026,18.25265625,96431,34.260873616892255,1002.7181362682078,88.0562810121431,0,0,0,0,0,0,375,48,3,0,0,0
Wed Feb 18 16:45:56 2026,18.2145703125,97158,34.26866819527486,1002.7151700960675,88.08118626691315,0,0,0,0,0,0,375,48,3,0,0,0
Wed Feb 18 16:45:57 2026,18.18,97271,34.29382177558403,1002.7182859452238,88.05502426123925,0,0,0,0,0,0,375,48,3,0,0,0
Wed Feb 18 16:45:58 2026,18.14484375,97611,34.31892275802379,1002.7186793785805,88.05172083074197,0,0,1,0,0,1,375,51,4,1,1,0
Wed Feb 18 16:45:59 2026,18.11671875,98125,34.38443774073761,1002.7244364853733,88.00338188184186,0,0,1,0,0,1,375,51,4,1,1,0
Wed Feb 18 16:46:00 2026,18.0852734375,99407,34.44398281465289,1002.7244391076221,88.00335986445414,0,0,1,0,0,1,375,51,4,1,1,0
Wed Feb 18 16:46:01 2026,18.0469921875,100120,34.51427295305185,1002.7296157613641,87.95989482124057,0,0,1,0,0,1,396,54,5,1,1,0
Wed Feb 18 16:46:02 2026,18.006953125,99881,34.53893774212728,1002.7300389798671,87.95634133479074,0,0,1,0,0,1,396,54,5,1,1,0
Wed Feb 18 16:46:03 2026,17.967890625,100661,34.58643950430333,1002.7236386192537,88.0100810683866,0,0,1,0,0,1,396,54,5,1,1,0
Wed Feb 18 16:46:04 2026,17.937421875,100904,34.62907165975307,1002.7321181194175,87.9388841898343,0,0,1,0,0,1,342,48,4,1,1,0
Wed Feb 18 16:46:05 2026,17.9005078125,101700,34.72231471356394,1002.7311292857789,87.94718676123146,0,0,1,0,0,1,342,48,4,1,1,0
Wed Feb 18 16:46:06 2026,17.863984375,101700,34.81564260069868,1002.7274085748523,87.97842712934393,0,0,1,0,0,1,342,48,4,1,1,0
Wed Feb 18 16:46:07 2026,17.8321484375,102384,34.93795114811502,1002.7198941878523,88.04152079222958,0,0,1,0,0,1,201,37,4,1,1,0
Wed Feb 18 16:46:08 2026,17.8024609375,103204,35.083364399851135,1002.7109945209742,88.11624628920308,0,0,1,0,0,1,201,37,4,1,1,0
Wed Feb 18 16:46:09 2026,17.755,104296,35.18155056135812,1002.7019193831326,88.19244567017495,0,0,1,0,0,1,201,37,4,1,1,0
Wed Feb 18 16:46:10 2026,17.706171875,104819,35.1997352700825,1002.7023731914377,88.18863525617412,0,0,1,0,0,1,171,33,5,1,1,0
Wed Feb 18 16:46:11 2026,17.6594921875,105412,35.17247237421531,1002.7048380108333,88.16793935624285,0,0,1,0,0,1,171,33,5,1,1,0
Wed Feb 18 16:46:12 2026,17.6239453125,105879,35.15198102192935,1002.6976711924706,88.22811578843691,0,0,1,0,0,1,171,33,5,1,1,0
Wed Feb 18 16:46:13 2026,17.5848828125,106484,35.165387006085595,1002.704814877794,88.16813359302732,0,0,0,0,0,0,123,27,5,1,1,0
Wed Feb 18 16:46:14 2026,17.5505078125,106756,35.19064895936712,1002.69966775691,88.21135153275752,0,0,0,0,0,0,123,27,5,1,1,0
Wed Feb 18 16:46:15 2026,17.525703125,106282,35.26818697896681,1002.6974965644037,88.22958206323878,0,0,0,0,0,0,123,27,5,1,1,0
Wed Feb 18 16:46:16 2026,17.49953125,107510,35.351340019906466,1002.7014553890265,88.1963416109773,0,0,0,0,0,0,117,25,5,1,1,0
Wed Feb 18 16:46:17 2026,17.4692578125,107786,35.43414113925546,1002.6966028265056,88.23708638913428,0,0,0,0,0,0,117,25,5,1,1,0
Wed Feb 18 16:46:18 2026,17.4346875,108555,35.453698485905804,1002.6945013350606,88.25473171421312,0,0,0,0,0,0,117,25,5,1,1,0
Wed Feb 18 16:46:19 2026,17.406953125,108766,35.519635687590025,1002.7076420177555,88.14439551230049,0,0,0,0,0,0,123,25,5,1,1,0
Wed Feb 18 16:46:20 2026,17.38078125,109477,35.60862329031443,1002.7166860367449,88.06845777068474,0,0,0,0,0,0,123,25,5,1,1,0
Wed Feb 18 16:46:21 2026,17.3485546875,109549,35.69707574344968,1002.7101325819012,88.12348353531134,0,0,0,0,0,0,123,25,5,1,1,0
Wed Feb 18 16:46:22 2026,17.3282421875,110125,35.786716476872506,1002.7055259821833,88.16216279991313,0,0,0,0,0,0,108,20,5,1,1,0
Wed Feb 18 16:46:23 2026,17.3001171875,110707,35.887111501925844,1002.7060751221788,88.15755194434009,0,0,0,0,0,0,108,20,5,1,1,0
Wed Feb 18 16:46:24 2026,17.2753125,111667,35.98215208707881,1002.7072765206409,88.14746440577689,0,0,0,0,0,0,108,20,5,1,1,0
Wed Feb 18 16:46:25 2026,17.255390625,112643,36.037568010890084,1002.713539249718,88.09487957845484,0,0,0,0,0,0,108,18,6,1,1,0
Wed Feb 18 16:46:26 2026,17.2309765625,112492,36.0581502916601,1002.7069142605667,88.15050612036718,0,0,0,0,0,0,108,18,6,1,1,0
Wed Feb 18 16:46:27 2026,17.2059765625,113329,36.05000045718865,1002.6992714725172,88.21467895282865,0,0,0,0,0,0,108,18,6,1,1,0
Wed Feb 18 16:46:28 2026,17.1815625,114256,36.03617441907774,1002.702839246828,88.18472201063571,0,0,0,0,0,0,96,20,5,0,0,0
Wed Feb 18 16:46:29 2026,17.1440625,114569,36.00389005434177,1002.702413325473,88.18829826970057,0,0,0,0,0,0,96,20,5,0,0,0
Wed Feb 18 16:46:30 2026,17.1087109375,115279,35.98328674795284,1002.709104336568,88.13211717363137,0,0,0,0,0,0,96,20,5,0,0,0
Wed Feb 18 16:46:31 2026,17.07609375,115041,35.95149212629923,1002.712033383248,88.10752351933542,0,0,0,0,0,0,75,17,4,0,0,0
Wed Feb 18 16:46:32 2026,17.0462109375,115917,35.960076175107545,1002.7044056495265,88.17156968267486,0,0,0,0,0,0,75,17,4,0,0,0
Wed Feb 18 16:46:33 2026,17.0176953125,116319,35.95733223390224,1002.6991449953771,88.21574092415747,0,0,0,0,0,0,75,17,4,0,0,0
Wed Feb 18 16:46:34 2026,16.99171875,117297,35.96056283879183,1002.6914873165774,88.28003919090682,0,0,0,0,0,0,75,17,4,0,0,0
Wed Feb 18 16:46:35 2026,16.967109375,117958,35.97538465900573,1002.6895955694037,88.2959234472943,0,0,0,0,0,0,75,17,4,0,0,0
Wed Feb 18 16:46:36 2026,16.942109375,118124,35.990169619781106,1002.6836262538017,88.34604559985098,0,0,0,0,0,0,75,17,4,0,0,0
Wed Feb 18 16:46:37 2026,16.9126171875,118291,35.98160250590805,1002.6749622002701,88.4187949077493,0,0,0,0,0,0,102,17,4,0,0,0
Wed Feb 18 16:46:38 2026,16.882734375,118207,35.961541916958176,1002.6656177864103,88.49725755593138,0,0,0,0,0,0,102,17,4,0,0,0
Wed Feb 18 16:46:39 2026,16.8583203125,119387,35.97638187552802,1002.6538622180128,88.59596689173645,0,0,0,0,0,0,102,17,4,0,0,0
Wed Feb 18 16:46:40 2026,16.824140625,119814,35.961640326118925,1002.6557459645848,88.58014935677846,0,0,0,0,0,0,102,19,3,0,0,0
Wed Feb 18 16:46:41 2026,16.7989453125,120504,35.95349262535962,1002.6715052482463,88.44782197886467,0,0,0,0,0,0,102,19,3,0,0,0
Wed Feb 18 16:46:43 2026,16.77296875,121465,35.97390956223248,1002.6774135648587,88.39821152562286,0,0,0,0,0,0,102,19,3,0,0,0
Wed Feb 18 16:46:44 2026,16.7473828125,121377,35.98290860215125,1002.6805991041495,88.37146355693719,0,0,0,0,0,0,126,16,2,0,0,0
Wed Feb 18 16:46:45 2026,16.72609375,121553,35.98086414074958,1002.6946298032382,88.25365302099584,0,0,0,0,0,0,126,16,2,0,0,0
Wed Feb 18 16:46:46 2026,16.700703125,122085,36.00706760080562,1002.7015443218003,88.19559488408903,0,0,0,0,0,0,126,16,2,0,0,0
Wed Feb 18 16:46:47 2026,16.67140625,121465,36.03289861558359,1002.6999825551761,88.20870831544431,0,0,0,0,0,0,132,16,3,1,0,0
Wed Feb 18 16:46:48 2026,16.6434765625,122442,36.098980640854066,1002.7092787886918,88.13065238987326,0,0,0,0,0,0,132,16,3,1,0,0
Wed Feb 18 16:46:49 2026,16.620625,123616,36.14837429524615,1002.707002191398,88.1497678095748,0,0,0,0,0,0,132,16,3,1,0,0
Wed Feb 18 16:46:50 2026,16.5938671875,122801,36.22034626499848,1002.7047400490308,88.16876189347623,0,0,0,0,0,0,126,16,2,1,0,0
Wed Feb 18 16:46:51 2026,16.5690625,122085,36.304012782257956,1002.7058626413474,88.15933604001543,0,0,0,0,0,0,126,16,2,1,0,0
Wed Feb 18 16:46:52 2026,16.5501171875,122263,36.43997180719208,1002.7222393858855,88.02182957285075,0,0,0,0,0,0,126,16,2,1,0,0
Wed Feb 18 16:46:53 2026,16.536640625,121996,36.645577594293805,1002.7260283481066,87.99001601148628,0,0,0,0,0,0,129,16,2,1,0,0
Wed Feb 18 16:46:54 2026,16.5284375,121907,36.875005971770776,1002.7287771027076,87.96693648806492,0,0,0,0,0,0,129,16,2,1,0,0
Wed Feb 18 16:46:55 2026,16.5196484375,121996,37.15087067025303,1002.711833710327,88.1092000652945,0,0,0,0,0,0,129,16,2,1,0,0
Wed Feb 18 16:46:56 2026,16.5096875,121996,37.444450812318,1002.6606007861245,88.53938426573797,0,0,0,0,0,0,114,13,1,1,0,0
Wed Feb 18 16:46:57 2026,16.504609375,122711,37.6927377702419,1002.5719999398402,89.2833753010935,0,0,0,0,0,0,114,13,1,1,0,0
Wed Feb 18 16:46:58 2026,16.4977734375,123162,37.9064497679165,1002.4684683396791,90.15280896930415,0,0,0,0,0,0,114,13,1,1,0,0
Wed Feb 18 16:46:59 2026,16.492109375,122981,38.09734620444023,1002.3449016303983,91.19058787773486,0,0,0,0,0,0,114,9,1,1,0,0
Wed Feb 18 16:47:00 2026,16.489765625,122801,38.32368810272244,1002.2067227265718,92.35121045834458,0,0,0,0,0,0,114,9,1,1,0,0
Wed Feb 18 16:47:01 2026,16.4899609375,122352,38.58555257556226,1002.0576685406181,93.60332437113674,0,0,0,0,0,0,114,9,1,1,0,0
Wed Feb 18 16:47:02 2026,16.492890625,122621,38.93566069133358,1001.8929831057162,94.98692230650687,0,0,0,0,0,0,114,9,1,1,0,0
Wed Feb 18 16:47:03 2026,16.495234375,121553,39.30404290173027,1001.7221888208172,96.42203802983832,0,0,0,0,0,0,114,9,1,1,0,0
Wed Feb 18 16:47:04 2026,16.499921875,122263,39.61490190846806,1001.5537579230913,97.8374892044904,0,0,0,0,0,0,114,9,1,1,0,0
Wed Feb 18 16:47:05 2026,16.5040234375,123982,39.84410770204867,1001.382612808848,99.27594741178652,0,0,0,0,0,0,108,9,1,1,0,0
Wed Feb 18 16:47:06 2026,16.5044140625,125280,39.949850748874596,1001.2220147534158,100.62593965436363,0,0,0,0,0,0,108,9,1,1,0,0
Wed Feb 18 16:47:07 2026,16.502265625,126511,39.920257963510714,1001.0672056077512,101.92743611928373,0,0,0,0,0,0,108,9,1,1,0,0
Wed Feb 18 16:47:08 2026,16.505390625,126130,39.85012053707497,1000.9605755334981,102.82398094404225,0,0,0,0,0,0,84,10,1,1,0,0
Wed Feb 18 16:47:09 2026,16.510078125,126606,39.79191244754782,1000.8821147048309,103.48372836140473,0,0,0,0,0,0,84,10,1,1,0,0
Wed Feb 18 16:47:10 2026,16.516328125,127280,39.77495754179995,1000.8318228129478,103.90663587298235,0,0,0,0,0,0,84,10,1,1,0,0
Wed Feb 18 16:47:11 2026,16.5227734375,128058,39.72869026591092,1000.7937515561075,104.22679078065114,0,0,0,0,0,0,90,12,1,1,0,0
Wed Feb 18 16:47:12 2026,16.5258984375,127668,39.69968586797216,1000.7703023776185,104.42398827379802,0,0,0,0,0,0,90,12,1,1,0,0
Wed Feb 18 16:47:13 2026,16.528046875,127863,39.69990888947593,1000.7468597820629,104.62113414702979,0,0,0,0,0,0,90,12,1,1,0,0
Wed Feb 18 16:47:14 2026,16.5247265625,128945,39.734759556734375,1000.7224368802542,104.82652810727791,0,0,0,0,0,0,60,13,1,1,0,0
Wed Feb 18 16:47:15 2026,16.5149609375,129946,39.716146897598826,1000.7038313961442,104.98300093822262,0,0,0,0,0,0,60,13,1,1,0,0
Wed Feb 18 16:47:16 2026,16.499921875,131476,39.63248858466949,1000.6845838339378,105.14487614938784,0,0,0,0,0,0,60,13,1,1,0,0
Wed Feb 18 16:47:17 2026,16.4841015625,132726,39.46093189616813,1000.6639835729028,105.31813057658722,0,0,0,0,0,0,72,12,0,0,0,0
Wed Feb 18 16:47:18 2026,16.461640625,133360,39.27718718126596,1000.6556507096911,105.38821329738286,0,0,0,0,0,0,72,12,0,0,0,0
Wed Feb 18 16:47:19 2026,16.434296875,133786,39.11069522416362,1000.6439543352686,105.48658529326342,0,0,0,0,0,0,72,12,0,0,0,0
Wed Feb 18 16:47:20 2026,16.4051953125,134107,38.938377219274464,1000.6326067827814,105.58202442284392,0,0,0,0,0,0,78,12,0,0,0,0
Wed Feb 18 16:47:21 2026,16.3723828125,135081,38.74839872206455,1000.6284090703547,105.61732970478688,0,0,0,0,0,0,78,12,0,0,0,0
Wed Feb 18 16:47:22 2026,16.34640625,135408,38.58264871949248,1000.6139805087905,105.73868348543726,0,0,0,0,0,0,78,12,0,0,0,0
Wed Feb 18 16:47:23 2026,16.3223828125,135628,38.46963665759867,1000.6012349225114,105.84588350538003,0,0,0,0,0,0,84,12,0,0,0,0
Wed Feb 18 16:47:24 2026,16.2989453125,135958,38.36840116787267,1000.5945934450086,105.90174379222303,0,0,0,0,0,0,84,12,0,0,0,0
Wed Feb 18 16:47:25 2026,16.2661328125,136623,38.27210601633777,1000.6056555685561,105.8087024036235,0,0,0,0,0,0,84,12,0,0,0,0
Wed Feb 18 16:47:26 2026,16.2313671875,137521,38.16407265044735,1000.6184201782867,105.70134276694496,0,0,0,0,0,0,99,17,0,0,0,0
Wed Feb 18 16:47:27 2026,16.1993359375,138315,38.056399797549,1000.6376102203707,105.53994266515329,0,0,0,0,0,0,99,17,0,0,0,0
Wed Feb 18 16:47:28 2026,16.1743359375,138544,37.99009995043088,1000.6384302607703,105.53304567494494,0,0,0,0,0,0,99,17,0,0,0,0
Wed Feb 18 16:47:29 2026,16.1469921875,137408,37.946785866291705,1000.6368850241877,105.5460419672185,0,0,0,0,0,0,93,19,0,0,0,0
Wed Feb 18 16:47:30 2026,16.121796875,139004,37.91529255516136,1000.6390575584494,105.52776975997328,0,0,0,0,0,0,93,19,0,0,0,0
Wed Feb 18 16:47:31 2026,16.078046875,139120,37.87037361420327,1000.6311449994786,105.59431888450939,0,0,0,0,0,0,93,19,0,0,0,0
Wed Feb 18 16:47:32 2026,16.02765625,140050,37.842189679985665,1000.6134194990532,105.74340197835105,0,0,0,0,0,0,93,19,0,0,0,0
Wed Feb 18 16:47:33 2026,15.982343749999998,140756,37.79715079475958,1000.6197473126184,105.69018066717342,0,0,0,0,0,0,93,19,0,0,0,0
Wed Feb 18 16:47:34 2026,15.9231640625,141350,37.733395667848924,1000.6037402267591,105.82481191462283,0,0,0,0,0,0,93,19,0,0,0,0
Wed Feb 18 16:47:35 2026,15.8450390625,141829,37.68515911522631,1000.5854272217988,105.97883975956721,0,0,0,0,0,0,90,18,0,0,0,0
Wed Feb 18 16:47:36 2026,15.755390625,142311,37.5780072808128,1000.5623888002086,106.17261559312942,0,0,0,0,0,0,90,18,0,0,0,0
Wed Feb 18 16:47:37 2026,15.647382812499998,143654,37.47493398226859,1000.5482006166469,106.29195399911144,0,0,0,0,0,0,90,18,0,0,0,0
Wed Feb 18 16:47:38 2026,15.5346875,144896,37.35997215872826,1000.5292335110175,106.4514905957817,0,0,0,0,0,0,108,22,1,0,0,0
Wed Feb 18 16:47:39 2026,15.399921875,144148,37.2602826435818,1000.4923071705921,106.7620933852968,0,0,0,0,0,0,108,22,1,0,0,0
Wed Feb 18 16:47:40 2026,15.252265625,145526,37.18825761972368,1000.4482240893865,107.13290664990132,0,0,0,0,0,0,108,22,1,0,0,0
Wed Feb 18 16:47:41 2026,15.099335937500001,145273,37.127315817445485,1000.3966187543729,107.56701159957005,0,0,0,0,0,0,93,17,1,0,0,0
Wed Feb 18 16:47:42 2026,14.947578125,146801,37.078064049682226,1000.3639010671598,107.8422427288873,0,0,0,0,0,0,93,17,1,0,0,0
Wed Feb 18 16:47:43 2026,14.7883984375,146161,37.02815001757668,1000.3233093049723,108.18372310130995,0,0,0,0,0,0,93,17,1,0,0,0
Wed Feb 18 16:47:44 2026,14.635859374999999,146288,36.98468215055433,1000.2670582926509,108.65695630148446,0,0,0,0,0,0,93,16,1,0,0,0
Wed Feb 18 16:47:45 2026,14.485078125000001,147447,36.98739851673114,1000.2188565212422,109.06248932156284,0,0,0,0,0,0,93,16,1,0,0,0
Wed Feb 18 16:47:46 2026,14.341328125,147318,37.025283641010404,1000.1895386223885,109.30915554922832,0,0,0,0,0,0,93,16,1,0,0,0
Wed Feb 18 16:47:47 2026,14.185859375,147188,37.067797490821,1000.1584234294039,109.57094972016752,0,0,0,0,0,0,72,16,1,0,0,0
Wed Feb 18 16:47:48 2026,14.033320312499999,148625,37.13934342263635,1000.1339901226082,109.77652906936999,0,0,0,0,0,0,72,16,1,0,0,0
Wed Feb 18 16:47:49 2026,13.849531249999998,150494,37.173408976186735,1000.1313259324012,109.79894553969056,0,0,0,0,0,0,72,16,1,0,0,0
Wed Feb 18 16:47:50 2026,13.663007812499998,149287,37.23022052190082,1000.1356002824292,109.76298122383749,0,0,0,0,0,0,60,14,1,0,0,0
Wed Feb 18 16:47:51 2026,13.482539062499999,149554,37.50051129590861,1000.1536071158307,109.61147336913152,0,0,0,0,0,0,60,14,1,0,0,0
Wed Feb 18 16:47:52 2026,13.26125,150901,37.467685802696856,1000.1681588385604,109.48903811426386,0,0,0,0,0,0,60,14,1,0,0,0
Wed Feb 18 16:47:53 2026,13.08234375,151447,37.44474401793713,1000.1682775632516,109.4880391946334,0,0,0,0,0,0,60,17,2,0,0,0
Wed Feb 18 16:47:54 2026,12.931367187500001,151721,37.54531772106099,1000.1576751649211,109.5772454807835,0,0,0,0,0,0,60,17,2,0,0,0
Wed Feb 18 16:47:55 2026,12.78546875,152550,37.65793509581272,1000.1473587210618,109.6640465428677,0,0,0,0,0,0,60,17,2,0,0,0
Wed Feb 18 16:47:56 2026,12.636835937499999,152828,37.77034221805768,1000.1322038920765,109.7915583902368,0,0,0,0,0,0,60,15,3,1,0,0
Wed Feb 18 16:47:57 2026,12.5003125,153529,37.91279086555818,1000.1245002968193,109.8563765912715,0,0,0,0,0,0,60,15,3,1,0,0
Wed Feb 18 16:47:59 2026,12.373750000000001,152550,38.062063394012625,1000.1154717163241,109.93234375853163,0,0,0,0,0,0,60,15,3,1,0,0
Wed Feb 18 16:48:00 2026,12.254609375000001,152968,38.25836061684271,1000.1159002947436,109.92873765435775,0,0,0,0,0,0,51,12,3,1,0,0
Wed Feb 18 16:48:01 2026,12.129804687499998,153108,38.460087172417595,1000.1199114095571,109.89498777050086,0,0,0,0,0,0,51,12,3,1,0,0
Wed Feb 18 16:48:02 2026,11.99640625,153952,38.898719412049275,1000.1257728646481,109.84566915281772,0,0,0,0,0,0,51,12,3,1,0,0
Wed Feb 18 16:48:03 2026,11.86671875,154236,38.781727601122306,1000.1110394927441,109.96963703014931,0,0,0,0,0,0,54,12,3,1,0,0
Wed Feb 18 16:48:04 2026,11.7544140625,154378,38.927221605924046,1000.1163478582268,109.92497180918214,0,0,0,0,0,0,54,12,3,1,0,0
Wed Feb 18 16:48:05 2026,11.6430859375,154520,39.10192512713013,1000.1081344131484,109.9940807979957,0,0,0,0,0,0,54,12,3,1,0,0
Wed Feb 18 16:48:06 2026,11.525312499999998,155093,39.26453346825991,1000.1055065831979,110.01619179599075,0,0,0,0,0,0,63,13,3,1,0,0
Wed Feb 18 16:48:07 2026,11.415156249999999,154236,39.468719386246526,1000.1042765564057,110.02654146203622,0,0,0,0,0,0,63,13,3,1,0,0
Wed Feb 18 16:48:08 2026,11.3255078125,154663,39.64022286105462,1000.0965637276754,110.09143882126345,0,0,0,0,0,0,63,13,3,1,0,0
Wed Feb 18 16:48:09 2026,11.238203124999998,155525,39.817939026198445,1000.0996289991884,110.06564693507917,0,0,1,0,0,1,108,19,3,2,1,0
Wed Feb 18 16:48:10 2026,11.146015625,156250,40.00117019364778,1000.0992169360902,110.06911412324406,0,0,1,0,0,1,108,19,3,2,1,0
Wed Feb 18 16:48:11 2026,11.046992187499999,155959,40.1488702979908,1000.1003412864301,110.05965359866293,0,0,1,0,0,1,108,19,3,2,1,0
Wed Feb 18 16:48:12 2026,10.9532421875,156982,40.32057494738038,1000.1038653710613,110.03000125157114,0,0,1,0,0,1,141,28,4,2,1,0
Wed Feb 18 16:48:13 2026,10.8700390625,156982,40.47009391066332,1000.1156047795093,109.9312241506778,0,0,1,0,0,1,141,28,4,2,1,0
Wed Feb 18 16:48:14 2026,10.7940625,157129,40.638011735143,1000.1180132834237,109.91095876229177,0,0,1,0,0,1,141,28,4,2,1,0
Wed Feb 18 16:48:15 2026,10.7258984375,157573,40.806865043814085,1000.1188504025162,109.90391516931814,0,0,1,0,0,1,222,33,7,2,1,0
Wed Feb 18 16:48:16 2026,10.6637890625,155959,40.99994508912982,1000.1234753556251,109.86500049698235,0,0,1,0,0,1,222,33,7,2,1,0
Wed Feb 18 16:48:17 2026,10.6071484375,157277,41.18791350117403,1000.1241443127743,109.85937185775587,0,0,1,0,0,1,222,33,7,2,1,0
Wed Feb 18 16:48:18 2026,10.54484375,157129,41.38138522668106,1000.130077536405,109.80944954801737,0,0,1,0,0,1,237,36,7,2,1,0
Wed Feb 18 16:48:19 2026,10.47296875,156688,41.57409203151264,1000.1294244158744,109.81494491070114,0,0,1,0,0,1,237,36,7,2,1,0
Wed Feb 18 16:48:20 2026,10.38078125,157721,41.77082245646905,1000.1202930162574,109.89177690282007,0,0,1,0,0,1,237,36,7,2,1,0
Wed Feb 18 16:48:21 2026,10.278828125,157129,41.93726719253999,1000.1126188359756,109.95634822757302,0,1,1,0,1,1,273,46,10,2,1,0
Wed Feb 18 16:48:22 2026,10.177265625,158918,42.10389165296818,1000.1173478986752,109.91655737093804,0,1,1,0,1,1,273,46,10,2,1,0
Wed Feb 18 16:48:23 2026,10.08390625,158768,42.301043590968916,1000.1077434608611,109.99737033254384,0,1,1,0,1,1,273,46,10,2,1,0
Wed Feb 18 16:48:24 2026,9.986640625,158918,42.468419176727934,1000.1114660450569,109.96604796097235,1,1,2,1,1,2,348,65,10,2,1,0
Wed Feb 18 16:48:25 2026,9.884296875,158918,42.647255008361384,1000.1113426620072,109.96708612260757,1,1,2,1,1,2,348,65,10,2,1,0
Wed Feb 18 16:48:26 2026,9.7864453125,159221,42.84449929883663,1000.1189977192715,109.90267563379837,1,1,2,1,1,2,348,65,10,2,1,0
