time,temp,gas,humidity,pressure,alt,stndr10,stndr25,stndr100,enviro10,enviro25,enviro100,p03um,p05um,p10um,p25um,p50um,p100um
Wed Feb 25 14:35:34 2026,18.403828125,142190,60.770454123726864,1008.5834587264902,38.924790023072084,0,0,0,0,0,0,105,27,4,0,0,0
Wed Feb 25 14:35:35 2026,18.4032421875,143900,60.75715956937458,1008.5859259095904,38.90417213764759,0,0,0,0,0,0,105,27,4,0,0,0
Wed Feb 25 14:35:36 2026,18.4020703125,143162,60.763591708233925,1008.5770873389831,38.97803495801439,0,0,0,0,0,0,114,29,5,0,0,0
Wed Feb 25 14:35:37 2026,18.4016796875,144024,60.77013872561124,1008.5781582530913,38.96908543591093,0,0,0,0,0,0,114,29,5,0,0,0
Wed Feb 25 14:35:38 2026,18.4020703125,144272,60.7768006480144,1008.58397379785,38.92048564428264,0,0,0,0,0,0,114,29,5,0,0,0
Wed Feb 25 14:35:39 2026,18.40109375,144521,60.77005270916951,1008.5823470388782,38.93408024589136,0,0,0,0,0,0,105,28,6,0,0,0
Wed Feb 25 14:35:40 2026,18.39953125,144771,60.769823334560726,1008.5814658340424,38.941444361254334,0,0,0,0,0,0,105,28,6,0,0,0
Wed Feb 25 14:35:41 2026,18.399140625,145147,60.78297529320964,1008.5756503096751,38.99004408032319,0,0,0,0,0,0,105,28,6,0,0,0
Wed Feb 25 14:35:42 2026,18.39953125,145273,60.769823334560726,1008.5866306586689,38.89828266100337,0,0,0,0,0,0,114,31,7,0,0,0
Wed Feb 25 14:35:43 2026,18.3997265625,146033,60.77645655609119,1008.5800695775575,38.95311270760561,0,0,0,0,0,0,114,31,7,0,0,0
Wed Feb 25 14:35:44 2026,18.3989453125,145779,60.76973732004587,1008.5753249593436,38.99276300516888,0,0,0,0,0,0,114,31,7,0,0,0
Wed Feb 25 14:35:45 2026,18.39953125,146673,60.76321900283111,1008.5728577952452,39.01338090726289,0,0,0,0,0,0,111,31,7,0,0,0
Wed Feb 25 14:35:46 2026,18.399140625,145779,60.74995365781825,1008.5756503096751,38.99004408032319,0,0,0,0,0,0,111,31,7,0,0,0
Wed Feb 25 14:35:47 2026,18.3989453125,146544,60.782946617111875,1008.5718817473987,39.0215376759088,0,0,0,0,0,0,111,31,7,0,0,0
Wed Feb 25 14:35:48 2026,18.399140625,147318,60.78958026784858,1008.5756503096751,38.99004408032319,0,0,0,0,0,0,126,38,7,0,0,0
Wed Feb 25 14:35:49 2026,18.3989453125,147707,60.809367801487,1008.5787681717376,38.96398841021697,0,0,0,0,0,0,126,38,7,0,0,0
Wed Feb 25 14:35:50 2026,18.3989453125,148493,60.8225796887961,1008.5770465654845,38.978375698216354,0,0,0,0,0,0,126,38,7,0,0,0
Wed Feb 25 14:35:51 2026,18.40109375,146930,60.81628920540428,1008.5737389790628,39.006016916658034,0,0,0,0,0,0,120,36,8,1,0,0
Wed Feb 25 14:35:52 2026,18.4016796875,148099,60.80976940239917,1008.5747150262652,38.9978601655577,0,0,0,0,0,0,120,36,8,1,0,0
Wed Feb 25 14:35:53 2026,18.4020703125,147447,60.82303873661493,1008.5788089535314,38.96364760116157,0,0,0,0,0,0,120,36,8,1,0,0
Wed Feb 25 14:35:54 2026,18.4020703125,148625,60.82964504125549,1008.5770873389831,38.97803495801439,0,0,0,0,0,0,120,36,8,1,0,0
Wed Feb 25 14:35:55 2026,18.4020703125,148493,60.82303873661493,1008.5788089535314,38.96364760116157,0,0,0,0,0,0,120,36,8,1,0,0
Wed Feb 25 14:35:56 2026,18.4012890625,149554,60.82953026859701,1008.5740643281009,39.00329799916032,0,0,0,0,0,0,120,36,8,1,0,0
Wed Feb 25 14:35:57 2026,18.4012890625,150224,60.83613677978918,1008.5826723906138,38.931361324638445,0,0,0,0,0,0,138,41,7,1,0,0
Wed Feb 25 14:35:58 2026,18.4012890625,149021,60.82292397325796,1008.5861156164053,38.90258678745649,0,0,0,0,0,0,138,41,7,1,0,0
Wed Feb 25 14:35:59 2026,18.40109375,150901,60.81628920540428,1008.5857902635909,38.905305710210506,0,0,0,0,0,0,138,41,7,1,0,0
Wed Feb 25 14:36:00 2026,18.4001171875,150090,60.7963288629613,1008.5807202806446,38.947674859085566,0,1,1,0,1,1,138,42,7,2,0,0
Wed Feb 25 14:36:01 2026,18.4001171875,150494,60.7963288629613,1008.5772770617764,38.97644946304404,0,1,1,0,1,1,138,42,7,2,0,0
Wed Feb 25 14:36:02 2026,18.4001171875,150494,60.7963288629613,1008.5703906253881,39.033998898325,0,1,1,0,1,1,138,42,7,2,0,0
Wed Feb 25 14:36:03 2026,18.3997265625,150901,60.77645655609119,1008.5697399287751,39.039436737838486,0,0,0,0,0,0,132,40,6,2,0,0
Wed Feb 25 14:36:04 2026,18.3997265625,151037,60.77645655609119,1008.5714615366246,39.02504935210068,0,0,0,0,0,0,132,40,6,2,0,0
Wed Feb 25 14:36:05 2026,18.4005078125,151721,60.77657125246461,1008.564154883212,39.08611080509449,0,0,0,0,0,0,132,40,6,2,0,0
Wed Feb 25 14:36:06 2026,18.40109375,151996,60.78326205739931,1008.5599660892002,39.12111657510221,0,0,0,0,0,0,117,38,5,2,0,0
Wed Feb 25 14:36:07 2026,18.4012890625,152828,60.78329073413947,1008.5585698226553,39.13278520692705,0,0,0,0,0,0,117,38,5,2,0,0
Wed Feb 25 14:36:08 2026,18.402265625,151859,60.776829322720914,1008.5601965440098,39.11919066018454,0,0,0,0,0,0,117,38,5,2,0,0
Wed Feb 25 14:36:09 2026,18.4016796875,152273,60.77674329877658,1008.564385348483,39.084184809226045,0,0,0,0,0,0,117,35,4,2,0,0
Wed Feb 25 14:36:10 2026,18.400703125,152828,60.75678688965277,1008.5644802294639,39.08339188995915,0,0,0,0,0,0,117,35,4,2,0,0
Wed Feb 25 14:36:11 2026,18.4005078125,153670,60.73694713499598,1008.5710413221188,39.02856106066205,0,0,0,0,0,0,117,35,4,2,0,0
Wed Feb 25 14:36:12 2026,18.400703125,153108,60.750182975675536,1008.5662018395616,39.069004424683065,0,0,0,0,0,0,114,32,3,2,0,0
Wed Feb 25 14:36:13 2026,18.4012890625,153388,60.750268970835194,1008.5723427159354,39.01768539090249,0,0,0,0,0,0,114,32,3,2,0,0
Wed Feb 25 14:36:14 2026,18.4020703125,153248,60.743779917460536,1008.568479267927,39.049972026477384,0,0,0,0,0,0,114,32,3,2,0,0
Wed Feb 25 14:36:15 2026,18.402265625,154094,60.730601794635675,1008.5774126887081,38.975316042086675,0,0,0,0,0,0,132,35,3,2,0,0
Wed Feb 25 14:36:16 2026,18.4020703125,155093,60.723970069363965,1008.5788089535314,38.96364760116157,0,0,0,0,0,0,132,35,3,2,0,0
Wed Feb 25 14:36:17 2026,18.40109375,153248,60.71722395037715,1008.5754605908012,38.991629544612174,0,0,0,0,0,0,132,35,3,2,0,0
Wed Feb 25 14:36:18 2026,18.39953125,154094,60.72359754537643,1008.5763010104271,38.98460623201969,0,0,0,0,0,0,117,28,2,2,0,0
Wed Feb 25 14:36:19 2026,18.3981640625,154236,60.723396959622015,1008.5809099749181,38.94608960707092,0,0,0,0,0,0,117,28,2,2,0,0
Wed Feb 25 14:36:20 2026,18.397578125,155669,60.710105616035705,1008.5730475078486,39.01179549206706,0,0,0,0,0,0,117,28,2,2,0,0
Wed Feb 25 14:36:21 2026,18.3954296875,154520,60.70979046872313,1008.5729118513945,39.012929163711995,0,0,0,0,0,0,126,30,1,1,0,0
Wed Feb 25 14:36:22 2026,18.39328125,155380,60.683067365126526,1008.5779409483955,38.97090142889707,0,0,0,0,0,0,126,30,1,1,0,0
Wed Feb 25 14:36:23 2026,18.3919140625,155814,60.67626545521403,1008.5739418890653,39.00432121290946,0,0,0,0,0,0,126,30,1,1,0,0
Wed Feb 25 14:36:24 2026,18.3909375,156542,60.6827236954564,1008.5705935423955,39.03230313147636,0,0,0,0,0,0,117,27,1,1,0,0
Wed Feb 25 14:36:25 2026,18.3891796875,157129,60.66266238922098,1008.5625006388466,39.09993531847547,0,0,0,0,0,0,117,27,1,1,0,0
Wed Feb 25 14:36:26 2026,18.38625,156396,60.64903170254965,1008.5593419646709,39.12633239661777,0,0,0,0,0,0,117,27,1,1,0,0
Wed Feb 25 14:36:27 2026,18.3846875,156250,60.64220242876323,1008.5584607325801,39.13369687576218,0,0,0,0,0,0,93,20,1,1,0,0
Wed Feb 25 14:36:28 2026,18.382734375,157721,60.62871635694558,1008.5552072308607,39.16088651805198,0,0,0,0,0,0,93,20,1,1,0,0
Wed Feb 25 14:36:29 2026,18.3801953125,158318,60.628344331359926,1008.5595854581579,39.12429751623104,0,0,0,0,0,0,93,20,1,1,0,0
Wed Feb 25 14:36:30 2026,18.3794140625,158617,60.61503096137973,1008.5617271555601,39.1063993214315,0,0,0,0,0,0,69,12,0,0,0,0
Wed Feb 25 14:36:31 2026,18.378046875,158019,60.64122928159469,1008.5560065842285,39.15420628382406,0,0,0,0,0,0,69,12,0,0,0,0
Wed Feb 25 14:36:32 2026,18.376484375,157721,60.660801478828986,1008.5534037690699,39.175958150015425,0,0,0,0,0,0,69,12,0,0,0,0
Wed Feb 25 14:36:33 2026,18.374921875,156688,60.73319314237821,1008.5576871196522,39.140161983099915,0,0,0,0,0,0,78,15,0,0,0,0
Wed Feb 25 14:36:34 2026,18.37453125,157129,60.76615384910514,1008.5570364123145,39.145599967702715,0,0,0,0,0,0,78,15,0,0,0,0
Wed Feb 25 14:36:36 2026,18.3743359375,159069,60.80575390858604,1008.5549895191772,39.162705945717676,0,0,0,0,0,0,78,15,0,0,0,0
Wed Feb 25 14:36:37 2026,18.373359375,157721,60.812216050416154,1008.5550842910104,39.16191393262413,0,0,0,0,0,0,78,14,0,0,0,0
Wed Feb 25 14:36:38 2026,18.373359375,157573,60.838640333570304,1008.5481981444234,39.21946197136627,0,0,0,0,0,0,78,14,0,0,0,0
Wed Feb 25 14:36:39 2026,18.37296875,158019,60.8187644328021,1008.5509905127852,39.19612590311869,0,0,0,0,0,0,78,14,0,0,0,0
Wed Feb 25 14:36:40 2026,18.37375,159524,60.82548512977392,1008.5540134600993,39.170862925235255,0,0,0,0,0,0,69,14,0,0,0,0
Wed Feb 25 14:36:41 2026,18.37375,159828,60.79906255489053,1008.5557349979936,39.15647594246482,0,0,0,0,0,0,69,14,0,0,0,0
Wed Feb 25 14:36:42 2026,18.3721875,159676,60.80543845402832,1008.5600183062061,39.120680196628236,0,0,0,0,0,0,69,14,0,0,0,0
Wed Feb 25 14:36:43 2026,18.37140625,159828,60.77890387204503,1008.5587168846712,39.13155620563989,0,0,0,0,0,0,63,14,0,0,0,0
Wed Feb 25 14:36:44 2026,18.3712109375,159524,60.75245879429712,1008.5618345923587,39.105501471433605,0,0,0,0,0,0,63,14,0,0,0,0
Wed Feb 25 14:36:45 2026,18.371796875,160749,60.759148555655514,1008.5610891284405,39.11173131967515,0,0,0,0,0,0,63,14,0,0,0,0
Wed Feb 25 14:36:46 2026,18.37140625,160134,60.72607448730003,1008.5621599487475,39.10278246651809,0,0,0,0,0,0,54,14,0,0,0,0
Wed Feb 25 14:36:47 2026,18.3708203125,160441,60.74579791927687,1008.5577408188301,39.13971321726611,0,0,0,0,0,0,54,14,0,0,0,0
Wed Feb 25 14:36:48 2026,18.370625,160287,60.70615246113529,1008.5522508748107,39.18559296383907,0,0,0,0,0,0,54,14,0,0,0,0
Wed Feb 25 14:36:49 2026,18.36984375,160287,60.706037893510576,1008.552670988024,39.18208204880505,0,0,0,0,0,0,57,14,0,0,0,0
Wed Feb 25 14:36:50 2026,18.368671875,160903,60.68606062661391,1008.5524403887041,39.18400918304389,0,0,0,0,0,0,57,14,0,0,0,0
Wed Feb 25 14:36:51 2026,18.3680859375,161524,60.67937335644497,1008.5549073712311,39.16339246038626,0,0,0,0,0,0,57,14,0,0,0,0
Wed Feb 25 14:36:52 2026,18.3680859375,161213,60.66617126994045,1008.556628894154,39.149005613058776,0,0,0,0,0,0,54,14,0,0,0,0
Wed Feb 25 14:36:53 2026,18.3688671875,161368,60.659685050890275,1008.5596518431896,39.12374273514326,0,0,0,0,0,0,54,14,0,0,0,0
Wed Feb 25 14:36:54 2026,18.368671875,161680,60.64645562039961,1008.5576049619916,39.140848577464276,0,0,0,0,0,0,54,14,0,0,0,0
Wed Feb 25 14:36:55 2026,18.368671875,162621,60.63985554153889,1008.55588343745,39.15523542704587,0,0,0,0,0,0,87,18,0,0,0,0
Wed Feb 25 14:36:56 2026,18.3692578125,161680,60.626741872258684,1008.5534164519518,39.1758521583803,0,0,0,0,0,0,87,18,0,0,0,0
Wed Feb 25 14:36:57 2026,18.3688671875,161836,60.63328429442596,1008.5579303179962,39.13812956652963,0,0,0,0,0,0,87,18,0,0,0,0
Wed Feb 25 14:36:58 2026,18.3680859375,162149,60.61337155830791,1008.5600719403369,39.120231975233736,0,0,0,0,0,0,108,23,3,0,0,0
Wed Feb 25 14:36:59 2026,18.3673046875,162464,60.61985632308874,1008.5587705126516,39.131108035179224,0,0,0,0,0,0,108,23,3,0,0,0
Wed Feb 25 14:37:00 2026,18.3665234375,162464,60.61314269051779,1008.5574690854388,39.14198410253667,0,0,0,0,0,0,108,23,3,0,0,0
Wed Feb 25 14:37:01 2026,18.3645703125,162779,60.60625766030564,1008.5611015743457,39.111627309109664,0,0,0,0,0,0,108,23,3,0,0,0
Wed Feb 25 14:37:02 2026,18.361640625,162938,60.592631402797394,1008.5562211985698,39.152412742268105,0,0,0,0,0,0,108,23,3,0,0,0
Wed Feb 25 14:37:03 2026,18.3610546875,163096,60.59254560364238,1008.5604096374124,39.11740983516597,0,0,0,0,0,0,108,23,3,0,0,0
Wed Feb 25 14:37:04 2026,18.360859375,163734,60.57272287476973,1008.5618057818191,39.105742241285895,0,0,0,0,0,0,114,25,7,0,0,0
Wed Feb 25 14:37:05 2026,18.360859375,164538,60.57272287476973,1008.558362773761,39.13451552044305,0,0,0,0,0,0,114,25,7,0,0,0
Wed Feb 25 14:37:06 2026,18.3614453125,163734,60.57280865281781,1008.5576173457879,39.14074508565708,0,0,0,0,0,0,114,25,7,0,0,0
Wed Feb 25 14:37:07 2026,18.3610546875,163894,60.566153853700094,1008.5552451242121,39.16056984141055,0,0,0,0,0,0,120,26,7,0,0,0
Wed Feb 25 14:37:08 2026,18.3594921875,163574,60.56592513294346,1008.554363760531,39.16793544448041,0,0,0,0,0,0,120,26,7,0,0,0
Wed Feb 25 14:37:09 2026,18.3583203125,163894,60.55915622955274,1008.5506901140602,39.19863635919742,0,0,0,0,0,0,120,26,7,0,0,0
Wed Feb 25 14:37:10 2026,18.356953125,164700,60.578748815235244,1008.5518555971852,39.18889632723501,0,0,0,0,0,0,129,29,8,0,0,0
Wed Feb 25 14:37:11 2026,18.35578125,164862,60.57857725375277,1008.5499034465174,39.20521060540761,0,0,0,0,0,0,129,29,8,0,0,0
Wed Feb 25 14:37:12 2026,18.3544140625,164377,60.571779350862116,1008.5579548574528,39.13792448950601,0,0,0,0,0,0,129,29,8,0,0,0
Wed Feb 25 14:37:13 2026,18.3532421875,164538,60.57160780788029,1008.5594456569942,39.12546583756265,0,0,0,0,0,0,138,31,9,0,0,0
Wed Feb 25 14:37:14 2026,18.3528515625,165514,60.56495311134034,1008.5605164152305,39.116517491327386,0,0,0,0,0,0,138,31,9,0,0,0
Wed Feb 25 14:37:15 2026,18.352265625,165187,60.584660522657366,1008.5647047711351,39.08151539803951,0,0,0,0,0,0,138,31,9,0,0,0
Wed Feb 25 14:37:16 2026,18.351875,165350,60.59120148538287,1008.5674970037195,39.05818077372102,0,0,0,0,0,0,156,34,9,0,0,0
Wed Feb 25 14:37:17 2026,18.3503125,165187,60.59097271212265,1008.5683370350614,39.05116066110594,0,0,0,0,0,0,156,34,9,0,0,0
Wed Feb 25 14:37:18 2026,18.34875,165678,60.5775479289277,1008.5640126345149,39.08729957615032,0,0,0,0,0,0,156,34,9,0,0,0
Wed Feb 25 14:37:19 2026,18.3471875,166501,60.58391708063549,1008.5545238419337,39.16659763531442,0,0,0,0,0,0,156,36,10,0,0,0
Wed Feb 25 14:37:20 2026,18.346015625,166501,60.57714765634382,1008.5542931287331,39.168525718392125,0,0,0,0,0,0,156,36,10,0,0,0
Wed Feb 25 14:37:21 2026,18.3446484375,166833,60.576947524336845,1008.5502941255608,39.20194566756911,0,0,0,0,0,0,156,36,10,0,0,0
Wed Feb 25 14:37:22 2026,18.3438671875,166171,60.58343100523849,1008.5558785091407,39.15527661315398,0,0,0,0,0,0,156,36,11,0,0,0
Wed Feb 25 14:37:23 2026,18.3430859375,166999,60.58991468433466,1008.5597414208256,39.12299413302477,0,0,0,0,0,0,156,36,11,0,0,0
Wed Feb 25 14:37:24 2026,18.3425,167500,60.57663303695478,1008.5553224122923,39.15992394106626,0,0,0,0,0,0,156,36,11,0,0,0
Wed Feb 25 14:37:25 2026,18.3425,166999,60.59642715801413,1008.56737260006,39.05922041116759,0,0,0,0,0,0,132,32,11,0,0,0
Wed Feb 25 14:37:26 2026,18.3423046875,166171,60.589800307733555,1008.5687686866255,39.04755336588558,0,0,0,0,0,0,132,32,11,0,0,0
Wed Feb 25 14:37:27 2026,18.3423046875,166833,60.60959571700516,1008.5739330532149,39.00439505344559,0,0,0,0,0,0,132,32,11,0,0,0
Wed Feb 25 14:37:28 2026,18.341328125,165842,60.609452712687784,1008.5654203880654,39.07553499861471,0,0,0,0,0,0,120,30,8,0,0,0
Wed Feb 25 14:37:29 2026,18.3415234375,166999,60.60288263711337,1008.5657457566572,39.07281589954863,0,0,0,0,0,0,120,30,8,0,0,0
Wed Feb 25 14:37:30 2026,18.3409375,167333,60.60279684202331,1008.556162395011,39.1529041661825,0,0,0,0,0,0,120,30,8,0,0,0
Wed Feb 25 14:37:31 2026,18.3409375,167836,60.615994396579886,1008.5578838459783,39.13851793468239,0,0,0,0,0,0,135,32,8,0,0,0
Wed Feb 25 14:37:32 2026,18.3399609375,167668,60.62245047212897,1008.5528141181203,39.180885901010605,0,0,0,0,0,0,135,32,8,0,0,0
Wed Feb 25 14:37:33 2026,18.339765625,166336,60.62902117018927,1008.5610959922149,39.11167395903641,0,0,0,0,0,0,135,32,8,0,0,0
Wed Feb 25 14:37:34 2026,18.339765625,167166,60.62902117018927,1008.5645388886863,39.08290167554239,0,0,0,0,0,0,129,30,4,0,0,0
Wed Feb 25 14:37:35 2026,18.3399609375,167333,60.62904977744459,1008.559699911424,39.123341027927424,0,0,0,0,0,0,129,30,4,0,0,0
Wed Feb 25 14:37:36 2026,18.3399609375,168173,60.62904977744459,1008.559699911424,39.123341027927424,0,0,0,0,0,0,129,30,4,0,0,0
Wed Feb 25 14:37:37 2026,18.338984375,167500,60.628906741751415,1008.5563516295406,39.151322725016556,0,0,0,0,0,0,144,33,4,0,0,0
Wed Feb 25 14:37:38 2026,18.338984375,169192,60.615708370235396,1008.5597945212468,39.122550371753675,0,0,0,0,0,0,144,33,4,0,0,0
Wed Feb 25 14:37:39 2026,18.338984375,168004,60.62230744806073,1008.5597945212468,39.122550371753675,0,0,0,0,0,0,144,33,4,0,0,0
Wed Feb 25 14:37:40 2026,18.3383984375,168681,60.6090237084847,1008.5570969740402,39.145093851063564,0,0,0,0,0,0,144,33,3,0,0,0
Wed Feb 25 14:37:41 2026,18.3387890625,170051,60.59588383661312,1008.5611905990608,39.11088332862733,0,0,0,0,0,0,144,33,3,0,0,0
Wed Feb 25 14:37:42 2026,18.3387890625,169192,60.60908090828686,1008.5560262629511,39.154041827852595,0,0,0,0,0,0,144,33,3,0,0,0
Wed Feb 25 14:37:43 2026,18.338984375,169192,60.62230744806073,1008.5511872928234,39.19448139698571,0,0,0,0,0,0,144,34,2,0,0,0
Wed Feb 25 14:37:44 2026,18.3378125,168851,60.602339277074755,1008.5509565456657,39.19640976901165,0,0,0,0,0,0,144,34,2,0,0,0
Wed Feb 25 14:37:45 2026,18.3378125,169363,60.602339277074755,1008.552677988001,39.18202354952521,0,0,0,0,0,0,144,34,2,0,0,0
Wed Feb 25 14:37:46 2026,18.335859375,169534,60.60205330656403,1008.5563100794944,39.151669960529674,0,0,0,0,0,0,129,32,2,0,0,0
Wed Feb 25 14:37:47 2026,18.3356640625,169706,60.588828144294155,1008.5542632749094,39.16877520848649,0,0,0,0,0,0,129,32,2,0,0,0
Wed Feb 25 14:37:48 2026,18.3346875,170051,60.601881727057204,1008.5509150053367,39.19675692482407,0,0,0,0,0,0,129,32,2,0,0,0
Wed Feb 25 14:37:49 2026,18.3337109375,169878,60.5819442909804,1008.5303524358774,39.36860136445038,0,0,0,0,0,0,120,29,1,0,0,0
Wed Feb 25 14:37:50 2026,18.334296875,169878,60.58203005867101,1008.5141142061575,39.50430866091346,0,0,0,0,0,0,120,29,1,0,0,0
Wed Feb 25 14:37:51 2026,18.3352734375,169878,60.56897774494536,1008.4881980645165,39.720900561233194,0,0,0,0,0,0,120,29,1,0,0,0
Wed Feb 25 14:37:52 2026,18.3356640625,170397,60.5624376036069,1008.476798732884,39.81617091129374,0,0,0,0,0,0,123,30,0,0,0,0
Wed Feb 25 14:37:53 2026,18.3341015625,170397,60.56220894347045,1008.4673102818006,39.89547166905025,0,0,0,0,0,0,123,30,0,0,0,0
Wed Feb 25 14:37:55 2026,18.3333203125,170918,60.54890069546019,1008.4591232216285,39.9638963968241,0,0,0,0,0,0,123,30,0,0,0,0
Wed Feb 25 14:37:56 2026,18.3337109375,171443,60.54895785037714,1008.4528881972641,40.01600695982435,0,0,0,0,0,0,141,38,0,0,0,0
Wed Feb 25 14:37:57 2026,18.3341015625,171268,60.56220894347045,1008.4518174435716,40.02495604135928,0,0,0,0,0,0,141,38,0,0,0,0
Wed Feb 25 14:37:58 2026,18.334296875,170224,60.53585050406103,1008.4521427792404,40.022236969440854,0,0,0,0,0,0,141,38,0,0,0,0
Wed Feb 25 14:37:59 2026,18.3352734375,171093,60.53599336999425,1008.4486051709297,40.0518034287796,0,0,0,0,0,0,132,35,1,0,0,0
Wed Feb 25 14:38:00 2026,18.3352734375,171093,60.52939714260222,1008.4520480288832,40.02302886850542,0,0,0,0,0,0,132,35,1,0,0,0
Wed Feb 25 14:38:01 2026,18.334296875,172503,60.52925428829606,1008.4727999053741,39.84959147172592,0,0,0,0,0,0,132,35,1,0,0,0
Wed Feb 25 14:38:02 2026,18.3337109375,171443,60.529168576411664,1008.4924810019195,39.68510597343871,0,0,0,0,0,0,123,33,1,0,0,0
Wed Feb 25 14:38:03 2026,18.332734375,171268,60.52902572443651,1008.502904236513,39.597994454408685,0,0,0,0,0,0,123,33,1,0,0,0
Wed Feb 25 14:38:04 2026,18.3321484375,171093,60.52894001395075,1008.5156995761369,39.49105921543397,0,0,0,0,0,0,123,33,1,0,0,0
Wed Feb 25 14:38:05 2026,18.3301953125,171443,60.528654316119486,1008.5244959532706,39.417545376376864,0,0,0,0,0,0,111,29,1,0,0,0
Wed Feb 25 14:38:06 2026,18.3286328125,171619,60.528425762050496,1008.5339429901152,39.3385943662556,0,0,0,0,0,0,111,29,1,0,0,0
Wed Feb 25 14:38:07 2026,18.3286328125,171795,60.53502191038085,1008.5339429901152,39.3385943662556,0,0,0,0,0,0,111,29,1,0,0,0
Wed Feb 25 14:38:08 2026,18.3286328125,171619,60.53502191038085,1008.5425500755762,39.266663539930775,0,0,0,0,0,0,90,26,1,0,0,0
Wed Feb 25 14:38:09 2026,18.329609375,171795,60.54835773537827,1008.5390126468197,39.29622635266507,0,0,0,0,0,0,90,26,1,0,0,0
Wed Feb 25 14:38:10 2026,18.329609375,171795,60.54176114368718,1008.5338483881247,39.33938497338049,0,0,0,0,0,0,90,26,1,0,0,0
Wed Feb 25 14:38:11 2026,18.3309765625,171443,60.568348889959424,1008.5292402382447,39.37789624572446,0,0,0,0,0,0,105,29,1,0,0,0
Wed Feb 25 14:38:12 2026,18.3321484375,171443,60.56192312354682,1008.5397995364387,39.28965019304767,0,0,0,0,0,0,105,29,1,0,0,0
Wed Feb 25 14:38:13 2026,18.332734375,171795,60.58180134599567,1008.5390542003397,39.29587908329614,0,0,0,0,0,0,105,29,1,0,0,0
Wed Feb 25 14:38:14 2026,18.3341015625,171619,60.59519756598866,1008.5413317455641,39.27684529367012,0,0,0,0,0,0,102,28,1,0,0,0
Wed Feb 25 14:38:15 2026,18.334296875,171971,60.601824534354876,1008.5450999741984,39.24535371394014,0,0,0,0,0,0,102,28,1,0,0,0
Wed Feb 25 14:38:16 2026,18.3352734375,172325,60.60856611846688,1008.5415624933524,39.27491690147046,0,0,0,0,0,0,102,28,1,0,0,0
Wed Feb 25 14:38:17 2026,18.3356640625,173037,60.59542631913095,1008.5404917841494,39.28386497409817,0,0,0,0,0,0,102,28,1,0,0,0
Wed Feb 25 14:38:18 2026,18.3346875,172859,60.61507913281093,1008.5388649701964,39.29746050976613,0,0,0,0,0,0,102,28,1,0,0,0
Wed Feb 25 14:38:19 2026,18.3352734375,173216,60.6217639699026,1008.550169669402,39.20298575811466,0,0,0,0,0,0,102,28,1,0,0,0
Wed Feb 25 14:38:20 2026,18.335078125,173755,60.60193891999283,1008.5515657383819,39.191318698658385,0,0,0,0,0,0,108,31,2,0,0,0
Wed Feb 25 14:38:21 2026,18.334296875,173936,60.608423124648674,1008.5485428395602,39.21658132093027,0,0,0,0,0,0,108,31,2,0,0,0
Wed Feb 25 14:38:22 2026,18.3325390625,173755,60.594968816579026,1008.5525002603583,39.18350883151502,0,0,0,0,0,0,108,31,2,0,0,0
Wed Feb 25 14:38:23 2026,18.33,174843,60.58140110779421,1008.5499919030657,39.204471366457,0,0,0,0,0,0,99,27,2,0,0,0
Wed Feb 25 14:38:24 2026,18.3270703125,175209,60.56777722809694,1008.5502756279595,39.20210025356408,0,0,0,0,0,0,99,27,2,0,0,0
Wed Feb 25 14:38:25 2026,18.3255078125,174661,60.574145976217125,1008.5442298573699,39.252625385658696,0,0,0,0,0,0,99,27,2,0,0,0
Wed Feb 25 14:38:26 2026,18.3239453125,174661,60.54752904740418,1008.54679113104,39.23122052591354,0,0,0,0,0,0,84,23,3,0,0,0
Wed Feb 25 14:38:27 2026,18.3227734375,174843,60.553954327021124,1008.5534459277546,39.17560582725641,0,0,0,0,0,0,84,23,3,0,0,0
Wed Feb 25 14:38:28 2026,18.321796875,175393,60.527425881854825,1008.556983269634,39.146044083118724,0,0,0,0,0,0,84,23,3,0,0,0
Wed Feb 25 14:38:29 2026,18.3219921875,174843,60.527454448869605,1008.5590300435936,39.12893912845101,0,0,0,0,0,0,84,23,2,0,0,0
Wed Feb 25 14:38:30 2026,18.321796875,175026,60.53402194880389,1008.5552618695141,39.160429900080736,0,0,0,0,0,0,84,23,2,0,0,0
Wed Feb 25 14:38:31 2026,18.3212109375,175393,60.5273401811602,1008.5508429550806,39.197359054536186,0,0,0,0,0,0,84,23,2,0,0,0
Wed Feb 25 14:38:32 2026,18.3208203125,174116,60.52068720820044,1008.5433066245397,39.26034095979545,0,0,0,0,0,0,93,26,3,0,0,0
Wed Feb 25 14:38:33 2026,18.3204296875,174661,60.540418231599276,1008.5426558861011,39.265779267094025,0,0,0,0,0,0,93,26,3,0,0,0
Wed Feb 25 14:38:34 2026,18.31984375,174843,60.53373625861098,1008.5468439611552,39.23077901900465,0,0,0,0,0,0,93,26,3,0,0,0
Wed Feb 25 14:38:35 2026,18.318671875,175209,60.540161092910566,1008.5500559111615,39.20393644534572,0,0,0,0,0,0,105,29,3,0,0,0
Wed Feb 25 14:38:36 2026,18.31828125,174843,60.54670040845788,1008.5528479478303,39.1806031838825,0,0,0,0,0,0,105,29,3,0,0,0
Wed Feb 25 14:38:37 2026,18.3176953125,175209,60.533422006131346,1008.5570359958057,39.145603448483065,0,0,0,0,0,0,105,29,3,0,0,0
